x,celltype
26:05:66:01,FC_ExNeu_L5
26:05:75:04,BR_InNeu_Pvalb
26:05:90:03,FC_ExNeu_L5
26:05:94:05,HC_ExNeu_CA1
26:06:49:03,FC_ExNeu_L23
26:06:66:05,HC_ExNeu_CA23
26:06:68:04,HC_ExNeu_CA23
26:06:90:04,HC_ExNeu_DG
26:07:15:05,HC_ExNeu_Subiculum
26:07:43:04,HC_ExNeu_CA23
26:07:51:03,FC_ExNeu_L5
26:07:61:06,HC_ExNeu_CA1
26:07:63:02,FC_ExNeu_L23
26:07:67:04,HC_ExNeu_DG
26:07:88:02,FC_ExNeu_CT
26:07:93:05,HC_ExNeu_CA23
26:08:58:03,FC_ExNeu_L23
26:08:63:02,FC_ExNeu_PT
26:08:63:06,HC_ExNeu_CA23
26:08:79:04,HC_ExNeu_CA23
26:08:93:04,HC_ExNeu_DG
26:09:05:03,FC_ExNeu_L23
26:09:06:02,FC_ExNeu_CT
26:09:16:02,FC_ExNeu_L23
26:09:32:05,HC_ExNeu_CA23
26:09:58:04,HC_ExNeu_CA23
26:09:77:05,BR_InNeu_CGE
26:10:10:02,FC_ExNeu_PT
26:10:24:05,HC_ExNeu_CA23
26:10:27:03,FC_ExNeu_L23
26:10:68:02,FC_ExNeu_L5
26:10:84:05,HC_ExNeu_DG
26:11:37:04,HC_ExNeu_CA23
26:11:50:01,FC_ExNeu_PT
26:11:71:01,FC_ExNeu_L23
26:11:79:02,FC_ExNeu_L23
26:11:93:02,FC_ExNeu_L5
26:12:06:01,FC_ExNeu_CT
26:12:08:02,FC_ExNeu_L23
26:12:31:06,HC_ExNeu_DG
26:12:44:05,HC_ExNeu_DG
26:12:76:03,FC_ExNeu_L5
26:13:24:01,FC_ExNeu_L23
26:13:68:01,FC_ExNeu_CT
26:13:77:02,FC_ExNeu_L23
26:14:19:01,FC_ExNeu_CT
26:14:23:02,FC_ExNeu_L5
26:14:53:06,HC_ExNeu_CA1
26:14:71:01,FC_ExNeu_Claustrum
26:14:80:05,HC_ExNeu_CA23
26:15:12:01,FC_ExNeu_L23
26:15:32:01,FC_ExNeu_L23
26:15:46:01,FC_ExNeu_L23
26:15:61:05,HC_ExNeu_CA23
26:15:81:02,FC_ExNeu_L23
26:16:50:01,FC_ExNeu_L23
26:16:53:01,FC_ExNeu_L5
26:16:85:01,FC_ExNeu_PT
26:16:93:05,HC_ExNeu_CA23
26:17:08:01,FC_ExNeu_PT
26:17:20:03,FC_ExNeu_L5
26:17:30:02,FC_ExNeu_L23
26:17:37:06,HC_ExNeu_CA1
26:18:62:03,FC_ExNeu_CT
26:18:71:02,BR_NonNeu_Astro_Myoc
26:19:45:01,FC_ExNeu_L23
26:19:66:01,BR_NonNeu_Endothelial
26:19:81:03,FC_ExNeu_PT
26:20:05:05,HC_ExNeu_DG
26:21:05:01,FC_ExNeu_L23
26:21:36:06,BR_InNeu_CGE
26:21:47:04,HC_ExNeu_CA23
26:21:88:03,FC_ExNeu_L5
26:22:57:05,HC_ExNeu_DG
26:22:68:01,FC_ExNeu_CT
26:22:71:01,FC_ExNeu_CT
26:22:75:05,HC_ExNeu_CA23
26:22:90:04,HC_ExNeu_CA23
26:23:23:06,HC_ExNeu_CA23
26:24:06:05,HC_ExNeu_CA23
26:24:08:02,FC_ExNeu_PT
26:24:10:05,HC_ExNeu_CA23
26:24:27:01,FC_ExNeu_Claustrum
26:24:61:06,HC_ExNeu_CA23
26:24:75:02,FC_ExNeu_L23
26:25:33:02,FC_ExNeu_Claustrum
26:25:43:01,BR_InNeu_Sst
26:25:77:03,FC_ExNeu_L23
26:25:80:02,FC_ExNeu_L5
26:25:83:03,FC_ExNeu_L23
26:26:23:02,FC_ExNeu_L23
26:26:30:04,BR_InNeu_CGE
26:26:45:01,FC_ExNeu_L23
26:26:47:01,FC_ExNeu_L4
26:27:24:02,FC_ExNeu_L5
26:27:25:04,HC_ExNeu_DG
26:27:32:03,FC_ExNeu_Claustrum
26:27:55:04,BR_InNeu_CGE
26:27:76:01,FC_ExNeu_L23
26:28:05:05,HC_ExNeu_DG
26:28:07:02,FC_ExNeu_L23
26:28:36:05,HC_ExNeu_Subiculum
26:28:68:04,HC_ExNeu_CA23
26:29:26:01,FC_ExNeu_L23
26:29:34:02,BR_InNeu_Sst
26:29:47:01,BR_InNeu_Pvalb
26:29:50:01,FC_ExNeu_L23
26:29:53:05,HC_ExNeu_CA23
26:29:61:02,FC_ExNeu_L5
26:30:78:01,FC_ExNeu_L23
26:31:36:06,BR_InNeu_CGE
26:31:37:02,FC_ExNeu_L5
26:31:56:02,FC_ExNeu_CT
26:31:61:04,HC_ExNeu_CA23
26:31:63:01,FC_ExNeu_PT
26:31:77:01,BR_InNeu_Pvalb
26:31:86:03,FC_ExNeu_CT
26:32:33:02,FC_ExNeu_L4
26:32:63:02,FC_ExNeu_Claustrum
26:32:76:02,FC_ExNeu_PT
26:32:88:06,BR_InNeu_CGE
26:33:06:05,HC_ExNeu_CA1
26:33:12:06,HC_ExNeu_CA1
26:33:27:05,HC_ExNeu_CA23
26:34:23:05,HC_ExNeu_DG
26:34:30:05,HC_ExNeu_DG
26:34:38:01,FC_ExNeu_PT
26:34:53:01,BR_InNeu_Sst
26:34:63:01,FC_ExNeu_NP
26:34:74:02,FC_ExNeu_Claustrum
26:35:07:06,BR_InNeu_Pvalb
26:35:17:04,HC_ExNeu_CA1
26:35:25:01,FC_ExNeu_L23
26:35:33:02,FC_ExNeu_L23
26:35:47:01,FC_ExNeu_L23
26:35:70:03,FC_ExNeu_L23
26:35:84:02,BR_InNeu_CGE
26:35:84:03,FC_ExNeu_PT
26:36:10:02,FC_ExNeu_PT
26:36:12:05,HC_ExNeu_CA1
26:36:17:03,FC_ExNeu_PT
26:36:21:06,HC_ExNeu_CA1
26:36:23:04,HC_ExNeu_CA1
26:36:79:06,FC_ExNeu_L23
26:36:93:01,BR_InNeu_Sst
26:37:19:02,FC_ExNeu_L23
26:37:22:04,HC_ExNeu_CA23
26:37:27:02,FC_ExNeu_PT
26:37:27:04,HC_ExNeu_CA1
26:37:70:02,FC_ExNeu_Claustrum
26:37:88:01,FC_ExNeu_L23
26:38:10:04,BR_NonNeu_OPC
26:38:22:01,FC_ExNeu_L5
26:38:38:05,HC_ExNeu_CA23
26:38:47:04,BR_InNeu_CGE
26:38:56:03,BR_InNeu_Pvalb
26:39:31:05,HC_ExNeu_Subiculum
26:39:37:03,FC_ExNeu_L23
26:39:43:02,FC_ExNeu_L5
26:39:59:02,FC_ExNeu_L23
26:39:84:04,HC_ExNeu_CA23
26:40:10:02,FC_ExNeu_PT
26:40:30:01,FC_ExNeu_CT
26:40:36:01,FC_ExNeu_L23
26:40:49:02,FC_ExNeu_L23
26:40:86:02,FC_ExNeu_L23
26:40:90:04,FC_ExNeu_NP
26:41:28:02,FC_ExNeu_L5
26:41:69:04,HC_ExNeu_CA1
26:42:17:02,FC_ExNeu_L5
26:42:19:03,FC_ExNeu_L23
26:42:24:03,FC_ExNeu_L4
26:42:32:01,BR_InNeu_Sst
26:42:44:02,FC_ExNeu_L23
26:43:21:03,FC_ExNeu_PT
26:43:30:01,FC_ExNeu_L23
26:43:33:06,HC_ExNeu_DG
26:43:34:02,FC_ExNeu_L23
26:43:79:01,FC_ExNeu_L5
26:44:39:02,FC_ExNeu_L5
26:44:65:02,FC_ExNeu_CT
26:44:77:05,HC_ExNeu_CA1
26:44:81:05,HC_ExNeu_DG
26:44:93:01,FC_ExNeu_L23
26:45:90:01,FC_ExNeu_L4
26:45:93:04,HC_ExNeu_CA23
26:46:12:05,HC_ExNeu_DG
26:46:19:01,FC_ExNeu_L23
26:46:27:04,HC_ExNeu_CA23
26:46:49:01,FC_ExNeu_L23
26:46:58:04,HC_ExNeu_CA1
26:46:62:01,FC_ExNeu_L5
26:47:30:02,FC_ExNeu_PT
26:47:38:06,HC_ExNeu_CA1
26:48:31:03,FC_ExNeu_L23
26:48:74:02,FC_ExNeu_PT
26:48:78:05,HC_ExNeu_CA1
26:48:79:05,HC_ExNeu_CA1
26:48:88:04,HC_ExNeu_CA1
26:48:90:05,BR_InNeu_CGE
26:49:36:01,FC_ExNeu_L23
26:49:57:01,FC_ExNeu_L23
26:50:21:05,BR_InNeu_Pvalb
26:50:31:04,HC_ExNeu_CA1
26:50:37:03,FC_ExNeu_CT
26:50:58:01,BR_InNeu_Pvalb
26:51:12:01,FC_ExNeu_L23
26:51:12:05,BR_InNeu_CGE
26:51:80:04,HC_ExNeu_CA23
26:51:84:03,FC_ExNeu_CT
26:52:12:06,HC_ExNeu_CA1
26:52:55:05,HC_ExNeu_CA1
26:52:81:01,FC_ExNeu_PT
26:53:06:03,FC_ExNeu_Claustrum
26:53:08:02,FC_ExNeu_NP
26:53:12:01,FC_ExNeu_L23
26:53:25:01,FC_ExNeu_L4
26:53:36:04,HC_ExNeu_CA23
26:53:47:04,HC_ExNeu_CA23
26:53:53:02,FC_ExNeu_L23
26:53:69:02,FC_ExNeu_Claustrum
26:54:05:05,HC_ExNeu_DG
26:54:25:05,BR_InNeu_CGE
26:54:48:06,HC_ExNeu_CA1
26:54:59:03,FC_ExNeu_L5
26:54:88:06,BR_InNeu_CGE
26:55:21:03,FC_ExNeu_L5
26:55:93:01,FC_ExNeu_L23
26:56:02:01,FC_ExNeu_L5
26:56:33:05,HC_ExNeu_CA23
26:56:74:05,HC_ExNeu_CA1
26:56:81:06,HC_ExNeu_CA1
26:57:50:01,FC_ExNeu_Claustrum
26:57:50:04,HC_ExNeu_CA23
26:57:78:01,FC_ExNeu_L23
26:58:16:06,HC_ExNeu_DG
26:58:46:03,BR_InNeu_Pvalb
26:58:48:03,FC_ExNeu_L4
26:58:85:01,FC_ExNeu_CT
26:58:88:03,FC_ExNeu_CT
26:59:24:06,HC_ExNeu_CA23
26:59:27:02,BR_InNeu_Pvalb
26:59:32:01,FC_ExNeu_Claustrum
26:59:58:04,HC_ExNeu_DG
26:59:88:02,FC_ExNeu_L23
26:60:30:01,FC_ExNeu_L23
26:61:02:06,BR_NonNeu_OPC
26:61:26:01,FC_ExNeu_L5
26:61:38:06,HC_ExNeu_DG
26:61:45:01,FC_ExNeu_L5
26:61:46:01,FC_ExNeu_Claustrum
26:61:77:06,HC_ExNeu_DG
26:62:23:05,HC_ExNeu_CA1
26:62:45:02,FC_ExNeu_L23
26:63:02:04,BR_InNeu_Pvalb
26:63:74:01,FC_ExNeu_PT
26:63:81:01,FC_ExNeu_L23
26:63:81:04,HC_ExNeu_CA23
26:64:59:02,FC_ExNeu_L5
26:65:47:01,BR_InNeu_Sst
26:66:05:02,FC_ExNeu_CT
26:66:20:06,HC_ExNeu_DG
26:66:34:04,HC_ExNeu_CA23
26:66:57:04,HC_ExNeu_CA23
26:66:63:03,FC_ExNeu_L5
26:66:80:03,FC_ExNeu_Claustrum
26:67:04:02,FC_ExNeu_L23
26:67:70:01,BR_InNeu_CGE
26:67:78:02,FC_ExNeu_L23
26:67:88:04,HC_ExNeu_CA1
26:68:33:03,FC_ExNeu_L23
26:68:50:01,FC_ExNeu_L5
26:68:51:04,HC_ExNeu_CA1
26:68:78:01,FC_ExNeu_L23
26:69:16:04,HC_ExNeu_CA23
26:69:65:03,FC_ExNeu_L5
26:69:93:02,FC_ExNeu_Claustrum
26:70:05:02,FC_ExNeu_L5
26:70:22:03,FC_ExNeu_L4
26:70:43:01,FC_ExNeu_L23
26:70:79:01,FC_ExNeu_L23
26:70:79:02,FC_ExNeu_L23
26:70:83:01,FC_ExNeu_L5
26:71:28:02,FC_ExNeu_L5
26:71:32:05,HC_ExNeu_CA1
26:71:51:04,HC_ExNeu_DG
26:71:62:02,FC_ExNeu_L5
26:71:66:05,HC_ExNeu_CA23
26:72:15:02,FC_ExNeu_L5
26:72:46:01,BR_InNeu_Pvalb
26:72:75:05,HC_ExNeu_CA23
26:73:21:03,BR_InNeu_CGE
26:73:61:01,FC_ExNeu_L23
26:73:66:02,FC_ExNeu_L23
26:74:27:01,FC_ExNeu_L23
26:74:36:01,FC_ExNeu_L5
26:74:48:03,FC_ExNeu_L23
26:74:62:01,FC_ExNeu_L4
26:75:27:02,FC_ExNeu_L5
26:75:33:04,HC_ExNeu_CA1
26:75:56:05,HC_ExNeu_CA23
26:75:77:04,HC_ExNeu_CA23
26:76:31:01,FC_ExNeu_L23
26:77:06:01,FC_ExNeu_L23
26:77:94:01,BR_InNeu_CGE
26:78:44:05,HC_ExNeu_CA1
26:78:46:05,HC_ExNeu_CA1
26:78:55:02,FC_ExNeu_Claustrum
26:78:56:06,HC_ExNeu_DG
26:78:63:02,FC_ExNeu_L23
26:78:80:01,FC_ExNeu_CT
26:79:32:03,FC_ExNeu_L23
26:79:38:02,FC_ExNeu_L5
26:80:48:02,FC_ExNeu_L5
26:80:90:05,HC_ExNeu_Subiculum
26:81:05:02,FC_ExNeu_L4
26:81:51:05,HC_ExNeu_CA1
26:81:66:03,FC_ExNeu_L5
26:81:85:05,HC_ExNeu_CA23
26:82:38:05,BR_InNeu_CGE
26:82:92:04,HC_ExNeu_CA23
26:83:07:04,HC_ExNeu_DG
26:83:19:06,HC_ExNeu_CA1
26:84:02:06,HC_ExNeu_DG
26:84:17:05,HC_ExNeu_DG
26:84:46:04,HC_ExNeu_CA23
26:84:53:02,FC_ExNeu_CT
26:85:37:01,FC_ExNeu_L5
26:85:37:04,HC_ExNeu_CA1
26:85:59:03,FC_ExNeu_L5
26:86:04:06,HC_ExNeu_CA1
26:86:68:01,FC_ExNeu_L23
26:86:83:02,BR_NonNeu_Astro_Myoc
26:86:88:03,FC_ExNeu_L23
26:87:53:04,HC_ExNeu_CA23
26:87:77:01,FC_ExNeu_L23
26:88:04:05,HC_ExNeu_CA23
26:88:58:05,HC_ExNeu_CA23
26:89:19:03,FC_ExNeu_L4
26:89:24:04,HC_ExNeu_Subiculum
26:89:27:02,FC_ExNeu_Claustrum
26:89:27:04,BR_InNeu_CGE
26:89:47:05,HC_ExNeu_DG
26:89:51:04,HC_ExNeu_CA1
26:89:56:03,FC_ExNeu_L23
26:90:26:02,FC_ExNeu_L5
26:90:36:03,FC_ExNeu_L23
26:90:66:03,FC_ExNeu_L5
26:91:68:02,FC_ExNeu_L5
26:91:76:02,FC_ExNeu_L23
26:92:25:06,HC_ExNeu_CA1
26:92:27:04,HC_ExNeu_CA23
26:92:61:01,FC_ExNeu_L4
26:92:78:06,HC_ExNeu_DG
26:93:02:05,HC_ExNeu_CA1
26:93:08:05,HC_ExNeu_Subiculum
26:93:30:06,HC_ExNeu_CA23
26:93:46:01,FC_ExNeu_PT
26:93:69:04,HC_ExNeu_CA23
26:93:85:03,FC_ExNeu_L23
26:94:19:03,FC_ExNeu_L4
26:94:51:01,FC_ExNeu_PT
26:94:90:02,FC_ExNeu_CT
26:95:07:06,HC_ExNeu_CA1
26:96:48:01,FC_ExNeu_L5
26:96:50:05,HC_ExNeu_DG
26:96:75:02,FC_ExNeu_Claustrum
27:02:34:03,FC_ExNeu_L23
27:02:36:01,BR_InNeu_Pvalb
27:02:46:04,HC_ExNeu_CA1
27:02:63:02,BR_InNeu_Sst
27:02:78:03,FC_ExNeu_L23
27:02:81:06,BR_NonNeu_Astro_Myoc
27:03:17:05,HC_ExNeu_CA1
27:03:50:05,HC_ExNeu_DG
27:03:70:02,FC_ExNeu_L4
27:03:77:01,FC_ExNeu_NP
27:04:45:02,FC_ExNeu_Claustrum
27:04:59:05,HC_ExNeu_CA1
27:05:12:03,FC_ExNeu_L23
27:05:19:03,FC_ExNeu_L23
27:05:27:01,BR_InNeu_Pvalb
27:05:28:01,FC_ExNeu_CT
27:05:53:05,HC_ExNeu_DG
27:05:68:04,BR_InNeu_CGE
27:05:71:02,BR_InNeu_Pvalb
27:05:81:05,HC_ExNeu_CA1
27:05:84:03,FC_ExNeu_L23
27:05:90:04,HC_ExNeu_CA1
27:06:02:04,HC_ExNeu_DG
27:06:16:02,FC_ExNeu_L23
27:06:17:06,BR_InNeu_CGE
27:06:30:05,HC_ExNeu_DG
27:06:34:06,HC_ExNeu_CA23
27:06:74:03,FC_ExNeu_L23
27:07:47:04,HC_ExNeu_CA1
27:07:53:01,FC_ExNeu_L23
27:08:17:05,HC_ExNeu_CA1
27:08:53:01,FC_ExNeu_L4
27:09:15:02,FC_ExNeu_L4
27:09:69:02,FC_ExNeu_Claustrum
27:09:74:01,FC_ExNeu_CT
27:09:79:03,FC_ExNeu_L23
27:10:24:02,FC_ExNeu_L23
27:10:37:03,FC_ExNeu_PT
27:10:51:04,HC_ExNeu_DG
27:10:79:04,HC_ExNeu_DG
27:10:85:05,HC_ExNeu_CA1
27:11:02:02,BR_InNeu_Pvalb
27:11:62:02,BR_InNeu_CGE
27:11:77:01,FC_ExNeu_L23
27:12:25:01,FC_ExNeu_PT
27:12:48:04,HC_ExNeu_CA1
27:12:75:06,HC_ExNeu_CA1
27:12:88:03,FC_ExNeu_CT
27:12:94:01,FC_ExNeu_Claustrum
27:13:22:04,HC_ExNeu_CA23
27:13:26:03,FC_ExNeu_Claustrum
27:13:46:02,BR_NonNeu_Endothelial
27:14:34:05,HC_ExNeu_CA1
27:14:43:02,FC_ExNeu_L23
27:14:70:06,HC_ExNeu_CA1
27:14:78:04,HC_ExNeu_CA1
27:14:85:04,HC_ExNeu_CA1
27:15:05:02,FC_ExNeu_Claustrum
27:15:28:02,FC_ExNeu_L5
27:16:08:03,FC_ExNeu_Claustrum
27:16:10:03,FC_ExNeu_CT
27:16:33:03,FC_ExNeu_L4
27:16:49:05,BR_NonNeu_Microglia
27:16:56:04,BR_NonNeu_Astro_Myoc
27:17:16:05,HC_ExNeu_CA23
27:17:19:03,BR_InNeu_Pvalb
27:17:21:04,BR_InNeu_CGE
27:17:22:03,FC_ExNeu_L23
27:17:47:01,FC_ExNeu_L23
27:17:53:05,BR_InNeu_Pvalb
27:17:58:03,FC_ExNeu_L23
27:17:88:01,FC_ExNeu_CT
27:17:93:04,HC_ExNeu_CA23
27:17:94:03,FC_ExNeu_L23
27:18:02:06,HC_ExNeu_CA23
27:18:23:01,FC_ExNeu_L23
27:18:24:04,HC_ExNeu_DG
27:18:30:02,BR_InNeu_Sst
27:18:37:01,FC_ExNeu_L23
27:18:51:01,FC_ExNeu_NP
27:18:57:03,FC_ExNeu_L4
27:18:74:04,BR_InNeu_CGE
27:19:10:03,FC_ExNeu_L23
27:19:24:06,HC_ExNeu_CA1
27:19:44:04,HC_ExNeu_CA1
27:19:50:04,HC_ExNeu_CA23
27:19:68:01,FC_ExNeu_L4
27:19:94:01,FC_ExNeu_L23
27:20:05:05,HC_ExNeu_CA23
27:20:21:02,FC_ExNeu_L4
27:20:37:01,FC_ExNeu_CT
27:20:43:03,FC_ExNeu_L23
27:20:80:06,HC_ExNeu_DG
27:21:04:02,BR_InNeu_CGE
27:21:16:05,HC_ExNeu_Subiculum
27:21:21:05,HC_ExNeu_CA23
27:22:22:02,FC_ExNeu_Claustrum
27:22:25:01,FC_ExNeu_Claustrum
27:22:62:01,FC_ExNeu_PT
27:22:66:01,FC_ExNeu_L4
27:22:76:05,HC_ExNeu_DG
27:23:31:06,BR_InNeu_CGE
27:23:83:04,HC_ExNeu_DG
27:23:86:06,BR_NonNeu_Astro_Myoc
27:23:93:02,BR_InNeu_CGE
27:23:94:03,FC_ExNeu_L5
27:24:30:01,FC_ExNeu_L23
27:24:32:03,FC_ExNeu_L23
27:24:34:04,BR_NonNeu_Astro_Myoc
27:24:47:03,FC_ExNeu_Claustrum
27:24:57:03,FC_ExNeu_PT
27:24:74:01,FC_ExNeu_PT
27:25:84:01,FC_ExNeu_L23
27:26:05:01,BR_NonNeu_Endothelial
27:26:20:04,HC_ExNeu_DG
27:26:27:02,FC_ExNeu_L4
27:26:56:05,HC_ExNeu_Subiculum
27:26:66:01,FC_ExNeu_L5
27:26:69:06,HC_ExNeu_CA1
27:26:76:02,FC_ExNeu_L23
27:26:79:01,FC_ExNeu_CT
27:26:83:01,FC_ExNeu_L23
27:26:92:05,HC_ExNeu_Subiculum
27:27:10:01,FC_ExNeu_CT
27:27:75:06,HC_ExNeu_DG
27:28:27:05,BR_NonNeu_Microglia
27:28:53:02,FC_ExNeu_NP
27:28:88:03,FC_ExNeu_Claustrum
27:29:36:02,FC_ExNeu_L23
27:29:43:01,FC_ExNeu_CT
27:29:44:04,HC_ExNeu_CA23
27:29:53:02,FC_ExNeu_L23
27:29:61:06,HC_ExNeu_CA1
27:29:76:01,FC_ExNeu_L23
27:30:34:01,BR_InNeu_CGE
27:30:45:05,BR_InNeu_CGE
27:30:49:05,BR_NonNeu_Astro_Myoc
27:30:59:04,BR_InNeu_CGE
27:30:67:01,FC_ExNeu_PT
27:30:68:03,FC_ExNeu_L5
27:31:68:04,HC_ExNeu_CA23
27:31:69:03,FC_ExNeu_L23
27:31:70:05,HC_ExNeu_CA23
27:31:78:05,HC_ExNeu_CA1
27:31:84:06,HC_ExNeu_CA1
27:31:90:06,HC_ExNeu_DG
27:31:93:01,FC_ExNeu_L5
27:32:07:03,FC_ExNeu_PT
27:32:10:03,FC_ExNeu_L5
27:32:12:05,HC_ExNeu_CA23
27:32:36:02,FC_ExNeu_L4
27:33:12:01,FC_ExNeu_L23
27:33:31:05,HC_ExNeu_DG
27:33:43:02,FC_ExNeu_CT
27:33:43:04,HC_ExNeu_CA1
27:33:71:01,FC_ExNeu_L23
27:34:23:05,HC_ExNeu_CA1
27:34:27:02,FC_ExNeu_L5
27:34:75:04,BR_NonNeu_Astro_Myoc
27:34:92:02,FC_ExNeu_PT
27:35:07:04,HC_ExNeu_DG
27:35:51:02,FC_ExNeu_L4
27:35:75:05,HC_ExNeu_DG
27:35:84:01,FC_ExNeu_L23
27:36:02:01,FC_ExNeu_L5
27:36:12:01,FC_ExNeu_L23
27:36:44:03,FC_ExNeu_L23
27:36:59:01,FC_ExNeu_L4
27:36:75:01,FC_ExNeu_L23
27:37:06:01,FC_ExNeu_L23
27:37:23:03,FC_ExNeu_L23
27:37:33:01,FC_ExNeu_Claustrum
27:37:49:05,HC_ExNeu_DG
27:37:50:04,HC_ExNeu_CA23
27:37:70:02,FC_ExNeu_L5
27:38:16:05,HC_ExNeu_CA23
27:38:26:01,FC_ExNeu_L23
27:38:32:04,HC_ExNeu_CA23
27:38:53:02,FC_ExNeu_L5
27:38:53:06,HC_ExNeu_CA1
27:38:74:04,HC_ExNeu_CA1
27:38:90:02,FC_ExNeu_PT
27:39:51:01,FC_ExNeu_L23
27:39:65:06,BR_NonNeu_OPC
27:40:10:03,FC_ExNeu_Claustrum
27:40:25:03,FC_ExNeu_L23
27:40:58:01,FC_ExNeu_L4
27:40:63:03,FC_ExNeu_PT
27:40:84:01,BR_NonNeu_OPC
27:41:32:02,FC_ExNeu_L23
27:41:38:05,FC_ExNeu_NP
27:41:51:03,FC_ExNeu_L23
27:41:78:04,HC_ExNeu_CA1
27:41:86:01,FC_ExNeu_Claustrum
27:42:02:05,BR_InNeu_CGE
27:42:10:04,HC_ExNeu_CA1
27:42:16:03,FC_ExNeu_L5
27:42:50:05,HC_ExNeu_CA23
27:42:53:02,FC_ExNeu_L23
27:42:68:01,FC_ExNeu_CT
27:42:77:01,BR_NonNeu_Astro_Myoc
27:42:79:01,BR_InNeu_Sst
27:43:04:02,FC_ExNeu_PT
27:43:19:02,FC_ExNeu_L5
27:43:26:01,FC_ExNeu_L5
27:43:57:02,FC_ExNeu_CT
27:43:61:01,FC_ExNeu_L4
27:43:63:04,HC_ExNeu_CA1
27:43:74:06,BR_NonNeu_Endothelial
27:43:81:01,FC_ExNeu_L23
27:44:15:05,HC_ExNeu_DG
27:44:28:06,HC_ExNeu_CA1
27:44:36:05,HC_ExNeu_DG
27:44:46:03,FC_ExNeu_L23
27:44:59:04,HC_ExNeu_DG
27:44:69:03,FC_ExNeu_L5
27:45:36:05,HC_ExNeu_CA1
27:46:20:02,FC_ExNeu_L5
27:46:24:02,FC_ExNeu_L5
27:46:25:03,FC_ExNeu_L4
27:46:36:02,FC_ExNeu_L5
27:46:47:01,FC_ExNeu_Claustrum
27:46:47:02,FC_ExNeu_CT
27:46:48:06,BR_NonNeu_Astro_Myoc
27:46:63:04,HC_ExNeu_CA1
27:46:71:04,HC_ExNeu_CA1
27:47:02:05,BR_NonNeu_Endothelial
27:47:46:05,HC_ExNeu_CA23
27:48:04:02,FC_ExNeu_L23
27:48:06:04,BR_InNeu_CGE
27:48:17:03,FC_ExNeu_CT
27:48:21:01,FC_ExNeu_L23
27:48:22:03,FC_ExNeu_L5
27:48:48:03,FC_ExNeu_L23
27:48:57:06,HC_ExNeu_CA1
27:48:58:01,FC_ExNeu_L5
27:48:59:01,FC_ExNeu_Claustrum
27:48:76:04,HC_ExNeu_CA23
27:48:76:06,HC_ExNeu_DG
27:48:80:02,FC_ExNeu_L5
27:49:04:03,FC_ExNeu_L5
27:49:23:04,HC_ExNeu_CA1
27:49:50:02,FC_ExNeu_L23
27:49:55:01,FC_ExNeu_L23
27:49:68:01,FC_ExNeu_CT
27:49:69:01,FC_ExNeu_CT
27:49:84:04,HC_ExNeu_Subiculum
27:50:06:01,FC_ExNeu_L23
27:50:16:06,HC_ExNeu_CA1
27:50:28:04,HC_ExNeu_DG
27:50:80:01,FC_ExNeu_L4
27:50:83:01,FC_ExNeu_L23
27:51:08:02,BR_InNeu_CGE
27:51:12:02,FC_ExNeu_L23
27:51:16:04,HC_ExNeu_DG
27:51:19:01,FC_ExNeu_Claustrum
27:51:32:05,HC_ExNeu_CA23
27:51:90:01,FC_ExNeu_L23
27:52:24:04,HC_ExNeu_DG
27:52:44:02,BR_InNeu_Pvalb
27:52:62:03,FC_ExNeu_L5
27:52:71:01,FC_ExNeu_L4
27:52:78:04,BR_InNeu_Sst
27:53:28:03,FC_ExNeu_L5
27:53:46:03,FC_ExNeu_L5
27:53:58:06,HC_ExNeu_CA23
27:53:61:01,FC_ExNeu_L4
27:53:71:01,FC_ExNeu_L23
27:53:93:03,FC_ExNeu_CT
27:54:06:06,HC_ExNeu_CA23
27:54:23:02,FC_ExNeu_L5
27:54:56:05,HC_ExNeu_DG
27:54:77:01,FC_ExNeu_Claustrum
27:55:19:04,HC_ExNeu_CA23
27:55:23:04,HC_ExNeu_CA1
27:55:79:03,FC_ExNeu_L23
27:55:85:04,HC_ExNeu_DG
27:56:24:02,FC_ExNeu_PT
27:56:63:03,FC_ExNeu_CT
27:56:88:02,FC_ExNeu_CT
27:56:90:04,HC_ExNeu_CA1
27:57:12:03,BR_InNeu_CGE
27:57:20:01,FC_ExNeu_L5
27:57:76:01,FC_ExNeu_L5
27:58:34:03,BR_InNeu_Pvalb
27:58:63:02,FC_ExNeu_L5
27:58:65:02,BR_InNeu_Pvalb
27:58:68:01,FC_ExNeu_NP
27:58:71:03,FC_ExNeu_L4
27:58:93:06,HC_ExNeu_CA23
27:59:37:04,HC_ExNeu_CA1
27:59:78:03,FC_ExNeu_L23
27:59:81:02,FC_ExNeu_L4
27:59:88:01,FC_ExNeu_L23
27:60:24:02,FC_ExNeu_PT
27:60:30:02,FC_ExNeu_L5
27:60:50:03,FC_ExNeu_Claustrum
27:60:51:02,FC_ExNeu_L23
27:60:85:01,FC_ExNeu_L23
27:61:17:02,FC_ExNeu_L5
27:61:24:03,FC_ExNeu_L5
27:61:36:03,FC_ExNeu_Claustrum
27:61:69:01,FC_ExNeu_CT
27:61:79:01,FC_ExNeu_L4
27:62:05:01,FC_ExNeu_L23
27:62:19:05,HC_ExNeu_CA23
27:62:74:05,HC_ExNeu_CA1
27:62:88:03,FC_ExNeu_L4
27:63:04:01,FC_ExNeu_L4
27:63:25:01,FC_ExNeu_L23
27:63:36:04,HC_ExNeu_CA1
