x,celltype
29:45:51:06,HC_ExNeu_CA1
29:45:61:02,FC_ExNeu_L23
29:45:62:03,FC_ExNeu_PT
29:45:68:03,FC_ExNeu_L23
29:45:85:04,HC_ExNeu_DG
29:46:38:02,BR_InNeu_Pvalb
29:46:84:01,FC_ExNeu_L23
29:46:88:02,FC_ExNeu_L5
29:47:05:03,FC_ExNeu_L23
29:47:37:04,HC_ExNeu_DG
29:47:65:03,FC_ExNeu_CT
29:48:12:04,BR_NonNeu_OPC
29:48:72:02,FC_ExNeu_PT
29:48:79:04,HC_ExNeu_CA23
29:48:84:05,HC_ExNeu_CA1
29:49:49:04,HC_ExNeu_CA1
29:49:55:01,BR_InNeu_Pvalb
29:49:79:06,HC_ExNeu_DG
29:49:81:03,FC_ExNeu_L5
29:50:22:01,FC_ExNeu_Claustrum
29:50:22:02,FC_ExNeu_PT
29:50:23:03,FC_ExNeu_CT
29:50:27:01,BR_InNeu_Pvalb
29:50:65:04,HC_ExNeu_CA1
29:51:61:03,BR_InNeu_CGE
29:51:66:06,BR_NonNeu_Astro_Myoc
29:51:71:04,HC_ExNeu_CA23
29:52:06:05,HC_ExNeu_CA1
29:52:25:05,HC_ExNeu_CA1
29:52:26:01,FC_ExNeu_L23
29:52:30:05,BR_InNeu_CGE
29:52:74:05,HC_ExNeu_CA23
29:52:90:03,FC_ExNeu_Claustrum
29:53:45:04,HC_ExNeu_CA1
29:53:59:05,HC_ExNeu_CA23
29:53:65:04,HC_ExNeu_DG
29:53:68:01,FC_ExNeu_L5
29:53:68:03,FC_ExNeu_L4
29:53:68:05,HC_ExNeu_CA23
29:54:15:04,HC_ExNeu_DG
29:54:27:03,FC_ExNeu_L23
29:54:49:01,FC_ExNeu_L4
29:54:50:04,HC_ExNeu_CA1
29:54:83:02,FC_ExNeu_CT
29:55:44:02,FC_ExNeu_L4
29:55:53:04,BR_InNeu_CGE
29:55:62:01,FC_ExNeu_L5
29:55:69:02,FC_ExNeu_Claustrum
29:55:69:04,HC_ExNeu_CA1
29:56:45:04,HC_ExNeu_CA1
29:56:63:06,HC_ExNeu_DG
29:56:68:01,FC_ExNeu_L5
29:56:71:04,HC_ExNeu_CA1
29:57:02:01,FC_ExNeu_L5
29:57:32:01,FC_ExNeu_PT
29:57:45:01,FC_ExNeu_L4
29:57:48:02,FC_ExNeu_PT
29:58:34:05,HC_ExNeu_CA1
29:58:86:05,BR_InNeu_CGE
29:59:15:03,FC_ExNeu_L5
29:59:34:03,FC_ExNeu_L5
29:59:45:01,FC_ExNeu_Claustrum
29:59:66:03,FC_ExNeu_Claustrum
29:59:68:03,FC_ExNeu_L23
29:60:16:01,FC_ExNeu_L5
29:60:70:03,FC_ExNeu_L23
29:61:06:01,FC_ExNeu_L5
29:61:12:02,FC_ExNeu_CT
29:61:23:01,FC_ExNeu_L5
29:61:70:03,FC_ExNeu_L5
29:62:02:02,FC_ExNeu_L5
29:62:19:03,FC_ExNeu_L23
29:62:22:02,FC_ExNeu_L23
29:62:83:05,BR_InNeu_CGE
29:63:19:02,FC_ExNeu_L4
29:63:23:01,FC_ExNeu_Claustrum
29:64:08:01,FC_ExNeu_L23
29:64:15:06,HC_ExNeu_CA1
29:64:50:02,FC_ExNeu_CT
29:64:85:02,FC_ExNeu_L5
29:64:93:04,HC_ExNeu_CA1
29:65:16:01,FC_ExNeu_L5
29:65:31:01,FC_ExNeu_L23
29:65:51:05,HC_ExNeu_CA1
29:65:79:01,FC_ExNeu_L23
29:65:81:02,FC_ExNeu_L5
29:66:17:06,HC_ExNeu_DG
29:66:23:06,HC_ExNeu_DG
29:66:36:01,FC_ExNeu_L23
29:66:50:03,FC_ExNeu_L4
29:66:86:01,FC_ExNeu_L23
29:66:93:01,FC_ExNeu_L4
29:67:38:01,FC_ExNeu_L4
29:67:38:02,FC_ExNeu_CT
29:68:06:04,HC_ExNeu_CA1
29:68:33:02,FC_ExNeu_L5
29:68:53:02,FC_ExNeu_CT
29:68:58:03,BR_NonNeu_Endothelial
29:68:66:04,HC_ExNeu_DG
29:68:79:02,FC_ExNeu_Claustrum
29:68:88:05,HC_ExNeu_DG
29:69:17:06,HC_ExNeu_CA23
29:69:26:05,HC_ExNeu_DG
29:69:48:01,FC_ExNeu_PT
29:69:88:01,FC_ExNeu_L23
29:69:90:05,HC_ExNeu_CA1
29:70:06:04,BR_NonNeu_Astro_Myoc
29:70:20:03,FC_ExNeu_L23
29:70:23:03,FC_ExNeu_L23
29:70:37:04,HC_ExNeu_CA23
29:70:57:02,FC_ExNeu_L4
29:70:85:01,FC_ExNeu_L4
29:70:85:02,FC_ExNeu_L23
29:71:31:04,HC_ExNeu_DG
29:71:31:06,HC_ExNeu_DG
29:71:93:01,FC_ExNeu_L23
29:72:37:05,HC_ExNeu_DG
29:72:61:02,FC_ExNeu_L5
29:72:65:05,HC_ExNeu_CA1
29:73:32:03,FC_ExNeu_L23
29:73:37:02,FC_ExNeu_L23
29:73:47:01,FC_ExNeu_L5
29:73:79:03,FC_ExNeu_PT
29:74:28:02,FC_ExNeu_L4
29:74:30:04,HC_ExNeu_CA1
29:74:33:01,FC_ExNeu_CT
29:74:56:05,HC_ExNeu_CA23
29:74:58:01,FC_ExNeu_PT
29:74:59:02,FC_ExNeu_L5
29:74:68:02,BR_NonNeu_Microglia
29:74:84:05,HC_ExNeu_CA1
29:75:30:01,FC_ExNeu_PT
29:75:32:02,FC_ExNeu_L23
29:76:30:03,FC_ExNeu_L23
29:76:76:01,FC_ExNeu_PT
29:76:81:03,FC_ExNeu_PT
29:76:90:03,FC_ExNeu_L23
29:77:46:01,FC_ExNeu_L5
29:77:47:04,HC_ExNeu_CA23
29:77:58:01,FC_ExNeu_L5
29:77:69:02,FC_ExNeu_Claustrum
29:77:80:01,FC_ExNeu_L23
29:78:25:02,FC_ExNeu_L23
29:78:71:04,HC_ExNeu_CA1
29:78:79:05,HC_ExNeu_CA23
29:78:93:01,FC_ExNeu_L5
29:79:49:04,HC_ExNeu_CA23
29:79:86:03,FC_ExNeu_L23
29:80:36:01,FC_ExNeu_L23
29:81:22:02,FC_ExNeu_L5
29:81:24:03,FC_ExNeu_Claustrum
29:81:50:04,HC_ExNeu_DG
29:81:76:03,FC_ExNeu_L4
29:81:93:06,HC_ExNeu_CA23
29:82:19:03,FC_ExNeu_L5
29:82:26:01,FC_ExNeu_L23
29:82:27:04,BR_InNeu_Sst
29:82:50:05,HC_ExNeu_CA23
29:82:63:02,FC_ExNeu_L23
29:83:33:02,FC_ExNeu_L23
29:83:43:05,HC_ExNeu_DG
29:83:84:01,FC_ExNeu_L23
29:84:28:01,FC_ExNeu_L5
29:84:37:05,HC_ExNeu_CA1
29:84:51:06,HC_ExNeu_CA1
29:84:59:02,FC_ExNeu_PT
29:84:88:01,FC_ExNeu_L23
29:84:93:04,HC_ExNeu_CA1
29:85:19:03,FC_ExNeu_L5
29:85:61:01,FC_ExNeu_L23
29:85:62:02,FC_ExNeu_L4
29:85:66:01,FC_ExNeu_L23
29:85:71:01,FC_ExNeu_PT
29:86:26:02,FC_ExNeu_Claustrum
29:86:32:06,BR_NonNeu_Astro_Myoc
29:86:93:05,HC_ExNeu_DG
29:87:05:06,HC_ExNeu_DG
29:87:50:03,FC_ExNeu_PT
29:87:81:03,FC_ExNeu_L4
29:88:34:01,FC_ExNeu_L23
29:88:43:01,FC_ExNeu_L23
29:88:48:01,FC_ExNeu_CT
29:88:48:05,HC_ExNeu_DG
29:88:51:03,FC_ExNeu_L5
29:88:78:02,BR_InNeu_Sst
29:88:85:01,FC_ExNeu_L5
29:88:93:06,HC_ExNeu_DG
29:89:85:02,FC_ExNeu_Claustrum
29:89:90:04,HC_ExNeu_CA1
29:91:08:02,BR_InNeu_CGE
29:91:56:01,BR_InNeu_CGE
29:92:20:04,BR_InNeu_CGE
29:92:30:03,FC_ExNeu_L23
29:92:58:03,FC_ExNeu_L23
29:93:02:01,FC_ExNeu_L23
29:93:27:06,FC_ExNeu_NP
29:93:56:01,BR_InNeu_Sst
29:93:61:06,HC_ExNeu_CA1
29:93:78:01,BR_NonNeu_Astro_Myoc
29:93:84:03,FC_ExNeu_L5
29:93:93:02,FC_ExNeu_Claustrum
29:94:04:02,FC_ExNeu_L5
29:94:26:05,HC_ExNeu_DG
29:94:32:03,BR_InNeu_CGE
29:94:71:03,FC_ExNeu_PT
29:94:77:01,BR_InNeu_Pvalb
29:94:78:02,FC_ExNeu_L5
29:94:79:03,FC_ExNeu_L23
29:95:31:05,HC_ExNeu_CA1
29:95:56:02,FC_ExNeu_Claustrum
29:95:78:04,HC_ExNeu_DG
29:95:83:01,FC_ExNeu_Claustrum
29:96:10:06,HC_ExNeu_DG
29:96:20:03,FC_ExNeu_L23
29:96:24:02,FC_ExNeu_CT
29:96:33:05,HC_ExNeu_CA23
29:96:43:06,BR_NonNeu_Endothelial
29:96:86:01,FC_ExNeu_L23
30:02:10:05,HC_ExNeu_CA1
30:02:24:01,FC_ExNeu_PT
30:02:31:02,FC_ExNeu_Claustrum
30:02:49:01,FC_ExNeu_L5
30:02:81:03,FC_ExNeu_Claustrum
30:02:84:01,FC_ExNeu_L5
30:03:24:05,HC_ExNeu_CA23
30:03:30:01,FC_ExNeu_PT
30:03:31:05,BR_InNeu_CGE
30:03:58:02,FC_ExNeu_L23
30:03:66:03,FC_ExNeu_L5
30:03:70:01,FC_ExNeu_L4
30:04:19:01,BR_NonNeu_Astro_Myoc
30:04:25:05,HC_ExNeu_CA1
30:04:51:02,FC_ExNeu_L23
30:04:51:04,HC_ExNeu_CA23
30:04:53:01,BR_InNeu_Pvalb
30:04:62:03,FC_ExNeu_L5
30:04:65:03,FC_ExNeu_L23
30:04:69:01,BR_InNeu_CGE
30:05:10:01,BR_InNeu_Sst
30:05:69:06,HC_ExNeu_DG
30:06:65:02,FC_ExNeu_L23
30:06:68:03,FC_ExNeu_L23
30:07:22:04,HC_ExNeu_CA23
30:07:28:02,FC_ExNeu_L23
30:07:46:01,FC_ExNeu_L5
30:07:48:04,BR_InNeu_Pvalb
30:07:58:02,FC_ExNeu_L4
30:08:05:04,HC_ExNeu_DG
30:08:25:02,FC_ExNeu_L4
30:08:77:01,FC_ExNeu_L23
30:09:02:01,BR_NonNeu_Astro_Myoc
30:09:22:05,HC_ExNeu_DG
30:09:37:01,FC_ExNeu_CT
30:09:84:03,FC_ExNeu_L4
30:10:27:01,FC_ExNeu_L23
30:10:33:03,FC_ExNeu_CT
30:10:37:04,HC_ExNeu_DG
30:10:49:03,FC_ExNeu_PT
30:10:51:01,BR_NonNeu_Oligo_MOL
30:10:83:01,FC_ExNeu_PT
30:11:07:01,FC_ExNeu_L23
30:11:22:04,HC_ExNeu_DG
30:11:94:01,FC_ExNeu_PT
30:12:16:01,BR_NonNeu_Endothelial
30:12:31:02,FC_ExNeu_CT
30:12:34:02,FC_ExNeu_L5
30:12:36:02,FC_ExNeu_L23
30:12:37:05,HC_ExNeu_CA23
30:12:46:04,HC_ExNeu_DG
30:12:49:05,HC_ExNeu_DG
30:12:78:01,BR_NonNeu_Astro_Myoc
30:13:15:01,BR_InNeu_Sst
30:13:21:02,FC_ExNeu_L23
30:13:23:04,HC_ExNeu_CA23
30:13:31:01,FC_ExNeu_L23
30:13:45:01,FC_ExNeu_Claustrum
30:13:65:01,FC_ExNeu_L23
30:15:08:02,FC_ExNeu_L5
30:15:63:03,FC_ExNeu_L23
30:15:77:04,HC_ExNeu_DG
30:16:15:02,FC_ExNeu_CT
30:16:17:01,FC_ExNeu_Claustrum
30:16:33:01,FC_ExNeu_L23
30:16:44:05,HC_ExNeu_DG
30:16:50:01,FC_ExNeu_L23
30:16:68:04,HC_ExNeu_CA23
30:17:36:01,BR_InNeu_Pvalb
30:17:50:05,HC_ExNeu_CA23
30:17:59:03,FC_ExNeu_PT
30:17:66:04,HC_ExNeu_CA23
30:17:74:04,HC_ExNeu_CA1
30:17:76:05,HC_ExNeu_DG
30:17:88:04,BR_NonNeu_OPC
30:18:24:01,FC_ExNeu_L4
30:18:38:01,BR_InNeu_Pvalb
30:18:59:05,HC_ExNeu_CA23
30:19:37:04,HC_ExNeu_DG
30:19:66:03,FC_ExNeu_L23
30:19:68:05,HC_ExNeu_CA1
30:20:17:06,HC_ExNeu_CA23
30:20:32:01,FC_ExNeu_CT
30:20:37:01,FC_ExNeu_L23
30:20:58:02,BR_InNeu_Sst
30:20:63:01,BR_InNeu_Pvalb
30:20:75:01,FC_ExNeu_L5
30:20:84:03,FC_ExNeu_CT
30:21:08:01,BR_InNeu_CGE
30:21:28:03,FC_ExNeu_CT
30:21:47:05,HC_ExNeu_DG
30:21:55:06,HC_ExNeu_DG
30:21:59:04,HC_ExNeu_DG
30:22:10:04,HC_ExNeu_DG
30:22:12:05,HC_ExNeu_DG
30:22:15:03,FC_ExNeu_Claustrum
30:22:15:04,HC_ExNeu_CA1
30:22:43:05,HC_ExNeu_CA23
30:22:63:03,FC_ExNeu_L5
30:23:02:02,BR_InNeu_CGE
30:23:16:06,HC_ExNeu_DG
30:23:31:04,BR_NonNeu_Astro_Myoc
30:23:31:05,HC_ExNeu_DG
30:23:32:06,HC_ExNeu_CA23
30:23:33:01,FC_ExNeu_Claustrum
30:23:61:05,HC_ExNeu_CA1
30:23:63:01,FC_ExNeu_NP
30:23:63:06,HC_ExNeu_DG
30:23:69:01,FC_ExNeu_L23
30:23:70:02,FC_ExNeu_L23
30:24:27:03,FC_ExNeu_L23
30:24:43:05,HC_ExNeu_CA1
30:25:05:04,HC_ExNeu_DG
30:25:05:06,BR_NonNeu_Oligo_MOL
30:25:21:01,BR_InNeu_Sst
30:25:21:05,HC_ExNeu_DG
30:25:28:03,FC_ExNeu_NP
30:25:34:04,HC_ExNeu_DG
30:26:32:02,FC_ExNeu_L23
30:26:34:01,FC_ExNeu_L5
30:26:43:03,FC_ExNeu_Claustrum
30:26:83:04,HC_ExNeu_DG
30:26:94:05,HC_ExNeu_CA1
30:27:02:01,FC_ExNeu_L5
30:27:07:02,FC_ExNeu_L23
30:27:16:03,FC_ExNeu_L23
30:27:19:01,BR_InNeu_CGE
30:27:21:06,BR_NonNeu_Microglia
30:27:55:05,HC_ExNeu_CA1
30:28:02:01,FC_ExNeu_L4
30:28:08:05,BR_NonNeu_Oligo_MOL
30:28:37:06,HC_ExNeu_CA1
30:28:38:01,FC_ExNeu_Claustrum
30:28:51:05,HC_ExNeu_DG
30:28:63:01,FC_ExNeu_Claustrum
30:28:75:06,HC_ExNeu_DG
30:28:88:06,HC_ExNeu_CA23
30:29:80:01,FC_ExNeu_CT
30:29:84:01,FC_ExNeu_L4
30:29:88:01,FC_ExNeu_CT
30:30:71:01,FC_ExNeu_L4
30:31:22:02,FC_ExNeu_L23
30:31:78:04,HC_ExNeu_CA1
30:31:83:01,FC_ExNeu_L23
30:31:85:03,BR_InNeu_Pvalb
30:32:08:04,HC_ExNeu_CA23
30:32:15:04,HC_ExNeu_DG
30:32:24:01,BR_NonNeu_Astro_Myoc
30:33:20:01,FC_ExNeu_L23
30:33:21:01,BR_InNeu_Pvalb
30:33:79:05,HC_ExNeu_DG
30:34:46:06,HC_ExNeu_CA1
30:34:51:01,FC_ExNeu_L23
30:34:57:03,FC_ExNeu_L23
30:35:10:01,FC_ExNeu_Claustrum
30:35:19:01,FC_ExNeu_L23
30:35:31:01,FC_ExNeu_L23
30:35:59:01,BR_InNeu_Sst
30:35:85:01,BR_InNeu_Pvalb
30:36:16:03,FC_ExNeu_L4
30:36:21:03,FC_ExNeu_L23
30:36:23:02,FC_ExNeu_L23
30:36:74:02,FC_ExNeu_L23
30:37:37:02,BR_NonNeu_Oligo_MOL
30:37:37:04,HC_ExNeu_DG
30:37:44:02,FC_ExNeu_L5
30:37:47:01,FC_ExNeu_L23
30:37:78:05,HC_ExNeu_CA1
30:37:94:04,HC_ExNeu_CA23
30:38:27:06,BR_InNeu_CGE
30:38:34:01,FC_ExNeu_L5
30:38:62:02,FC_ExNeu_L23
30:39:20:03,FC_ExNeu_L5
30:39:22:02,FC_ExNeu_Claustrum
30:39:22:04,BR_InNeu_Pvalb
30:39:27:01,FC_ExNeu_PT
30:39:53:01,FC_ExNeu_L23
30:39:57:02,FC_ExNeu_Claustrum
30:39:58:04,BR_NonNeu_Astro_Myoc
30:39:77:04,HC_ExNeu_CA23
30:39:86:02,FC_ExNeu_Claustrum
30:40:07:05,HC_ExNeu_CA23
30:40:28:05,HC_ExNeu_DG
30:40:44:01,FC_ExNeu_L23
30:40:50:06,HC_ExNeu_CA1
30:40:68:01,FC_ExNeu_L5
30:40:84:01,FC_ExNeu_L5
30:41:16:04,HC_ExNeu_CA23
30:41:17:01,FC_ExNeu_L5
30:41:25:03,FC_ExNeu_CT
30:41:75:01,FC_ExNeu_Claustrum
30:42:05:02,BR_InNeu_Pvalb
30:42:36:04,HC_ExNeu_CA23
30:42:53:04,HC_ExNeu_CA23
30:42:61:03,FC_ExNeu_CT
30:42:62:05,HC_ExNeu_DG
30:42:68:05,HC_ExNeu_CA1
30:42:76:04,HC_ExNeu_CA23
30:42:90:05,HC_ExNeu_DG
30:43:47:05,HC_ExNeu_DG
30:43:50:01,FC_ExNeu_L4
30:43:63:04,HC_ExNeu_DG
30:43:84:06,HC_ExNeu_CA1
30:43:86:02,BR_InNeu_Sst
30:44:05:03,FC_ExNeu_L5
30:44:08:03,FC_ExNeu_L23
30:44:19:04,HC_ExNeu_CA1
30:44:37:04,BR_NonNeu_Microglia
30:44:79:05,BR_NonNeu_Astro_Myoc
30:44:85:02,FC_ExNeu_NP
30:44:92:01,FC_ExNeu_L5
30:45:27:02,FC_ExNeu_L23
30:45:37:02,FC_ExNeu_L23
30:45:46:03,FC_ExNeu_Claustrum
30:45:59:01,FC_ExNeu_L4
30:45:68:03,FC_ExNeu_CT
30:46:15:04,BR_NonNeu_Astro_Myoc
30:46:53:04,HC_ExNeu_CA23
30:46:90:05,HC_ExNeu_CA23
30:47:10:02,FC_ExNeu_L5
30:47:21:04,HC_ExNeu_DG
30:47:31:02,FC_ExNeu_CT
30:47:33:02,FC_ExNeu_Claustrum
30:47:51:01,FC_ExNeu_L23
30:47:83:01,FC_ExNeu_L4
30:48:04:05,BR_NonNeu_Astro_Myoc
30:48:05:04,HC_ExNeu_CA23
30:48:06:05,HC_ExNeu_DG
30:48:19:01,BR_InNeu_Pvalb
30:48:32:03,FC_ExNeu_L5
30:48:51:02,FC_ExNeu_CT
30:48:94:02,FC_ExNeu_L5
30:49:08:04,HC_ExNeu_DG
30:49:32:05,HC_ExNeu_CA23
30:49:38:01,FC_ExNeu_Claustrum
30:49:59:04,HC_ExNeu_DG
30:49:61:04,HC_ExNeu_CA23
30:49:63:05,BR_NonNeu_Astro_Myoc
30:49:71:06,HC_ExNeu_CA1
30:49:78:02,BR_NonNeu_Astro_Myoc
30:50:07:02,FC_ExNeu_L5
30:50:22:01,FC_ExNeu_CT
30:50:26:04,HC_ExNeu_CA1
30:50:50:01,FC_ExNeu_PT
30:50:59:01,FC_ExNeu_L4
30:50:63:04,HC_ExNeu_CA1
30:50:78:02,FC_ExNeu_CT
30:50:84:02,FC_ExNeu_CT
30:51:10:01,FC_ExNeu_L4
30:51:31:06,HC_ExNeu_DG
30:51:63:06,HC_ExNeu_CA23
30:51:88:01,FC_ExNeu_CT
30:52:17:03,FC_ExNeu_L23
30:52:28:01,FC_ExNeu_L4
30:52:43:03,BR_NonNeu_Astro_Myoc
30:52:44:01,FC_ExNeu_PT
30:52:46:05,HC_ExNeu_CA1
30:52:71:04,HC_ExNeu_CA23
30:53:37:03,BR_InNeu_CGE
30:53:66:02,FC_ExNeu_CT
30:53:79:01,FC_ExNeu_L4
30:53:81:02,FC_ExNeu_L23
30:54:16:05,HC_ExNeu_DG
30:54:44:03,FC_ExNeu_Claustrum
30:54:46:01,FC_ExNeu_CT
30:54:70:02,FC_ExNeu_L23
30:54:84:04,HC_ExNeu_DG
30:55:07:01,BR_InNeu_Pvalb
30:55:17:02,FC_ExNeu_L5
30:55:21:02,FC_ExNeu_PT
30:55:22:01,FC_ExNeu_L4
30:55:55:01,FC_ExNeu_L23
30:55:63:02,BR_NonNeu_OPC
30:55:75:02,FC_ExNeu_L23
30:55:76:02,FC_ExNeu_L5
30:55:86:05,HC_ExNeu_CA23
30:55:94:01,FC_ExNeu_L23
30:56:16:03,FC_ExNeu_L23
30:56:26:03,FC_ExNeu_PT
30:56:36:01,FC_ExNeu_L5
30:56:47:02,FC_ExNeu_L23
30:56:53:03,FC_ExNeu_L23
30:56:58:01,FC_ExNeu_L23
30:56:63:06,HC_ExNeu_DG
30:57:50:03,FC_ExNeu_L5
30:57:56:01,FC_ExNeu_CT
30:57:63:01,FC_ExNeu_CT
30:57:65:01,FC_ExNeu_L23
30:58:38:01,FC_ExNeu_L23
30:58:50:01,FC_ExNeu_L5
30:58:61:04,HC_ExNeu_CA1
30:59:17:01,FC_ExNeu_L23
30:59:26:01,BR_InNeu_CGE
30:59:26:02,FC_ExNeu_L23
30:59:32:01,BR_InNeu_Sst
30:60:05:03,FC_ExNeu_L23
30:60:63:02,FC_ExNeu_L23
30:61:49:01,BR_InNeu_Pvalb
30:61:51:01,FC_ExNeu_L23
30:61:62:04,HC_ExNeu_DG
30:61:85:05,HC_ExNeu_CA23
30:62:12:01,FC_ExNeu_L4
30:62:19:02,FC_ExNeu_L23
30:62:23:02,FC_ExNeu_L4
30:62:86:02,FC_ExNeu_L23
30:63:53:01,FC_ExNeu_CT
30:63:66:02,FC_ExNeu_L5
30:63:78:02,FC_ExNeu_L5
30:64:08:02,FC_ExNeu_L4
30:64:61:04,HC_ExNeu_Subiculum
30:64:71:05,HC_ExNeu_DG
30:65:80:04,BR_NonNeu_Endothelial
30:66:10:01,FC_ExNeu_Claustrum
30:66:84:05,HC_ExNeu_DG
30:67:19:01,FC_ExNeu_L23
30:67:28:02,FC_ExNeu_Claustrum
30:67:38:06,BR_NonNeu_OPC
30:67:63:01,BR_InNeu_CGE
30:68:07:04,HC_ExNeu_DG
30:68:38:02,FC_ExNeu_L23
30:68:58:06,BR_NonNeu_Astro_Myoc
30:69:22:05,HC_ExNeu_CA1
30:70:34:04,HC_ExNeu_CA23
30:70:43:03,FC_ExNeu_PT
30:70:45:05,HC_ExNeu_CA23
30:70:61:01,FC_ExNeu_L23
30:70:68:01,FC_ExNeu_Claustrum
30:70:75:04,HC_ExNeu_DG
30:70:86:03,FC_ExNeu_PT
30:70:88:01,FC_ExNeu_L23
30:70:94:02,FC_ExNeu_L23
30:71:27:04,HC_ExNeu_CA23
30:71:27:05,HC_ExNeu_CA23
30:71:31:06,HC_ExNeu_DG
30:71:43:04,BR_NonNeu_OPC
30:71:83:01,BR_NonNeu_Microglia
30:71:94:02,FC_ExNeu_L5
30:72:04:02,FC_ExNeu_L23
30:72:17:01,BR_NonNeu_Oligo_MOL
30:72:22:05,HC_ExNeu_CA1
30:72:93:02,FC_ExNeu_L5
30:73:07:04,HC_ExNeu_DG
30:73:23:03,FC_ExNeu_L23
30:73:50:04,HC_ExNeu_CA1
30:73:63:04,BR_NonNeu_Microglia
30:73:78:02,FC_ExNeu_CT
30:73:88:02,FC_ExNeu_L23
30:74:10:06,HC_ExNeu_CA23
30:74:12:01,FC_ExNeu_L23
30:74:33:02,FC_ExNeu_L5
30:74:43:06,HC_ExNeu_CA23
30:74:45:03,FC_ExNeu_PT
30:74:47:02,FC_ExNeu_L23
30:74:56:05,BR_NonNeu_Endothelial
30:74:58:01,FC_ExNeu_L5
30:74:79:01,FC_ExNeu_L5
30:75:36:05,HC_ExNeu_CA1
30:75:44:04,BR_InNeu_CGE
30:75:48:06,BR_NonNeu_Astro_Myoc
30:75:58:02,FC_ExNeu_L4
30:75:59:01,FC_ExNeu_L4
30:75:59:04,HC_ExNeu_CA1
30:75:75:01,BR_InNeu_Sst
30:75:88:01,FC_ExNeu_L4
30:76:21:02,FC_ExNeu_L5
30:76:33:05,HC_ExNeu_CA1
30:76:33:06,HC_ExNeu_DG
30:76:53:02,FC_ExNeu_CT
30:76:53:03,FC_ExNeu_L23
30:76:58:01,FC_ExNeu_PT
30:76:58:03,FC_ExNeu_CT
30:76:74:06,HC_ExNeu_CA1
30:76:83:02,FC_ExNeu_L5
30:76:94:02,FC_ExNeu_L4
30:77:30:05,HC_ExNeu_CA23
30:77:31:01,FC_ExNeu_L23
30:77:31:05,BR_InNeu_CGE
30:77:32:02,FC_ExNeu_L23
30:77:56:05,BR_InNeu_CGE
30:77:61:01,FC_ExNeu_L5
30:77:65:01,FC_ExNeu_CT
30:78:88:02,FC_ExNeu_L23
30:78:93:03,FC_ExNeu_L5
30:79:31:02,FC_ExNeu_L5
30:79:56:02,FC_ExNeu_L23
30:79:61:05,BR_NonNeu_Astro_Myoc
30:80:22:03,FC_ExNeu_L4
30:80:51:01,FC_ExNeu_PT
30:80:69:01,FC_ExNeu_L5
30:80:80:06,BR_NonNeu_Astro_Myoc
30:81:05:01,FC_ExNeu_PT
30:81:15:02,FC_ExNeu_CT
30:81:83:01,FC_ExNeu_PT
30:81:94:01,FC_ExNeu_L23
30:82:04:02,FC_ExNeu_L23
30:82:25:04,HC_ExNeu_CA23
30:82:36:03,FC_ExNeu_L5
30:82:50:03,FC_ExNeu_L5
30:82:86:02,FC_ExNeu_PT
30:83:38:02,FC_ExNeu_L5
30:83:47:01,FC_ExNeu_L23
30:83:90:03,FC_ExNeu_L5
30:84:27:01,FC_ExNeu_L4
30:84:36:02,FC_ExNeu_PT
30:84:45:03,FC_ExNeu_L23
30:84:49:03,FC_ExNeu_CT
30:85:12:04,HC_ExNeu_CA23
30:85:48:01,FC_ExNeu_Claustrum
30:85:56:04,HC_ExNeu_DG
30:85:75:05,HC_ExNeu_DG
30:86:15:02,FC_ExNeu_L23
30:86:79:05,HC_ExNeu_DG
30:86:83:02,FC_ExNeu_L23
30:86:90:03,FC_ExNeu_L23
30:87:06:04,HC_ExNeu_CA1
30:87:28:01,FC_ExNeu_L5
30:88:12:02,FC_ExNeu_L5
30:88:23:04,HC_ExNeu_CA23
30:88:69:04,HC_ExNeu_CA23
30:88:79:02,FC_ExNeu_L5
30:89:24:01,BR_InNeu_Sst
30:89:32:02,FC_ExNeu_Claustrum
30:89:56:04,BR_InNeu_CGE
30:89:70:04,HC_ExNeu_CA1
30:89:77:01,FC_ExNeu_NP
30:90:38:04,HC_ExNeu_DG
30:90:65:02,FC_ExNeu_L4
30:90:92:01,FC_ExNeu_L5
30:91:06:04,HC_ExNeu_CA23
30:91:34:01,FC_ExNeu_Claustrum
30:91:57:01,BR_InNeu_Pvalb
30:92:10:02,FC_ExNeu_L5
30:92:25:04,HC_ExNeu_CA23
30:92:59:04,HC_ExNeu_DG
30:93:07:01,FC_ExNeu_L23
30:93:08:05,HC_ExNeu_DG
30:93:45:04,HC_ExNeu_CA23
30:93:76:05,HC_ExNeu_CA23
30:93:88:05,HC_ExNeu_CA23
30:93:88:06,HC_ExNeu_CA1
30:94:34:03,FC_ExNeu_L23
30:94:56:01,FC_ExNeu_L23
30:94:56:02,FC_ExNeu_PT
30:94:65:05,HC_ExNeu_CA1
30:94:79:04,HC_ExNeu_DG
30:94:90:01,FC_ExNeu_Claustrum
30:95:16:01,FC_ExNeu_L4
30:95:66:06,HC_ExNeu_DG
30:95:83:01,FC_ExNeu_L4
30:96:34:05,HC_ExNeu_CA1
30:96:63:04,HC_ExNeu_CA23
30:96:68:01,FC_ExNeu_L5
31:02:27:04,HC_ExNeu_DG
31:02:68:01,FC_ExNeu_CT
31:03:10:03,FC_ExNeu_L23
31:03:28:03,FC_ExNeu_L23
31:04:02:04,BR_NonNeu_Astro_Myoc
31:04:12:05,HC_ExNeu_CA23
